StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2022-12-01,Victoria,Email,65 and over,Male,Investment scams,Investment scams,$346937.00,7
2023-05-01,South Australia,Email,65 and over,Male,Investment scams,Investment scams,$29767.00,5
2023-05-01,Queensland,Email,65 and over,Male,Investment scams,Investment scams,$225000.00,3
2023-08-01,Victoria,Email,65 and over,Male,Investment scams,Investment scams,$10104.00,6
2023-09-01,Victoria,Email,65 and over,Male,Investment scams,Investment scams,$259900.00,8
2024-04-01,Queensland,Email,65 and over,Male,Investment scams,Investment scams,$102000.00,6
2024-05-01,Queensland,Email,65 and over,Male,Investment scams,Investment scams,$750894.73,8
2024-06-01,Victoria,Email,65 and over,Male,Investment scams,Investment scams,$9900.00,6
2020-02-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$378.00,3
2020-12-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$4442.00,5
2021-01-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$900.00,10
2021-04-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$890000.00,11
2022-03-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$260000.00,7
2022-04-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$55684.00,6
2022-11-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$245000.00,10
2023-08-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$180000.00,8
2023-12-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$70000.00,3
2024-01-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$170369.00,9
2024-04-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$250000.00,7
2024-05-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$50000.00,8
2024-06-01,New South Wales,Email,65 and over,Male,Investment scams,Investment scams,$448694.77,5
2021-01-01,New South Wales,Email,65 and over,Female,Investment scams,Investment scams,$20473.00,4
2021-12-01,New South Wales,Email,65 and over,Female,Investment scams,Investment scams,$300000.00,19
2023-05-01,New South Wales,Email,65 and over,Female,Investment scams,Investment scams,$804250.00,6
2023-11-01,New South Wales,Email,65 and over,Female,Investment scams,Investment scams,$86405.00,3
2022-03-01,Victoria,unspecified,65 and over,X (Indeterminate/Intersex/Unspecified),Investment scams,Investment scams,$349.00,2
2023-11-01,Queensland,In person,65 and over,Male,Investment scams,Investment scams,$500000.00,2
2020-07-01,New South Wales,Internet,65 and over,Female,Investment scams,Investment scams,$350000.00,3
2021-05-01,New South Wales,Internet,65 and over,Female,Investment scams,Investment scams,$300337.00,3
2022-09-01,New South Wales,Internet,65 and over,Female,Investment scams,Investment scams,$800000.00,2
2023-08-01,New South Wales,Internet,65 and over,Female,Investment scams,Investment scams,$100000.00,2
2023-10-01,New South Wales,Internet,65 and over,Female,Investment scams,Investment scams,$48700.00,2
2023-12-01,New South Wales,Internet,65 and over,Female,Investment scams,Investment scams,$250000.00,2
2020-04-01,Queensland,Internet,65 and over,Female,Investment scams,Investment scams,$1073.00,3
2021-12-01,Queensland,Internet,65 and over,Female,Investment scams,Investment scams,$1700000.00,2
2023-07-01,Queensland,Internet,65 and over,Female,Investment scams,Investment scams,$170000.00,3
2023-08-01,Queensland,Internet,65 and over,Female,Investment scams,Investment scams,$705436.00,4
2023-11-01,Victoria,Internet,65 and over,Female,Investment scams,Investment scams,$2303.00,3
2023-08-01,Western Australia,Internet,65 and over,Female,Investment scams,Investment scams,$753450.00,4
2020-10-01,Australian Capital Territory,Internet,65 and over,Male,Investment scams,Investment scams,$28000.00,2
2022-07-01,South Australia,Internet,65 and over,Male,Investment scams,Investment scams,$114524.00,2
2022-10-01,South Australia,Internet,65 and over,Male,Investment scams,Investment scams,$520000.00,3
2023-04-01,Tasmania,Internet,65 and over,Male,Investment scams,Investment scams,$288135.00,2
2023-06-01,South Australia,Internet,65 and over,Male,Investment scams,Investment scams,$500.00,2
2023-07-01,South Australia,Internet,65 and over,Male,Investment scams,Investment scams,$220700.00,4
2020-04-01,Western Australia,Internet,65 and over,Male,Investment scams,Investment scams,$451.00,2
2020-08-01,Western Australia,Internet,65 and over,Male,Investment scams,Investment scams,$5446.00,3
2021-10-01,Western Australia,Internet,65 and over,Male,Investment scams,Investment scams,$940000.00,4
2021-11-01,Western Australia,Internet,65 and over,Male,Investment scams,Investment scams,$299700.00,3
2022-07-01,Western Australia,Internet,65 and over,Male,Investment scams,Investment scams,$25000.00,2
2023-02-01,Western Australia,Internet,65 and over,Male,Investment scams,Investment scams,$350.00,3
2023-07-01,Western Australia,Internet,65 and over,Male,Investment scams,Investment scams,$17372.00,3
2023-08-01,Western Australia,Internet,65 and over,Male,Investment scams,Investment scams,$260000.00,3
2023-10-01,Western Australia,Internet,65 and over,Male,Investment scams,Investment scams,$54393.00,3
2020-01-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$8700.00,2
2020-04-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$138181.00,4
2020-06-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$40810.00,3
2020-07-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$0.00,2
2020-10-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$350.00,2
2020-11-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$9000.00,2
2021-04-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$866500.00,4
2021-07-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$200000.00,2
2021-08-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$25000.00,3
2021-09-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$4200.00,3
2021-12-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$1000.00,2
2022-01-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$7300.00,4
2022-05-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$150000.00,4
2022-08-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$251860.00,4
2022-09-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$460600.00,6
2022-10-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$2380512.00,5
2023-01-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$287592.00,4
2023-02-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$59358.00,6
2023-04-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$240000.00,6
2023-05-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$62500.00,4
2023-06-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$517898.00,5
2023-08-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$933693.00,4
2023-10-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$420.00,2
2023-11-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$335441.00,3
2024-02-01,New South Wales,Internet,65 and over,Male,Investment scams,Investment scams,$500.00,3
2021-10-01,New South Wales,Mobile apps,65 and over,Female,Investment scams,Investment scams,$268586.00,2
2023-08-01,South Australia,Mobile apps,65 and over,Male,Investment scams,Investment scams,$70000.00,2
2024-01-01,Western Australia,Mobile apps,65 and over,Male,Investment scams,Investment scams,$15000.00,2
2022-10-01,New South Wales,Mobile apps,65 and over,Male,Investment scams,Investment scams,$56540.00,3
2022-12-01,New South Wales,Mobile apps,65 and over,Male,Investment scams,Investment scams,$22000.00,2
2023-09-01,New South Wales,Mobile apps,65 and over,Male,Investment scams,Investment scams,$70000.00,2
2023-10-01,Queensland,Mobile apps,65 and over,Male,Investment scams,Investment scams,$888000.00,3
2022-12-01,Victoria,Mobile apps,65 and over,Male,Investment scams,Investment scams,$2000.00,3
2020-04-01,Western Australia,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,$972.00,2
2021-07-01,New South Wales,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,$1000.00,2
2021-08-01,Queensland,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,$50000.00,2
2021-11-01,Queensland,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,$356.00,3
2022-08-01,Victoria,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,$80000.00,2
2023-01-01,New South Wales,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,$115000.00,2
2023-02-01,New South Wales,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,$3719.00,3
2023-05-01,New South Wales,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,$650000.00,2
2024-05-01,New South Wales,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,$338.96,2
2024-06-01,New South Wales,Social media/Online forums,65 and over,Female,Investment scams,Investment scams,$8000.00,2
2023-09-01,South Australia,Social media/Online forums,65 and over,Male,Investment scams,Investment scams,$527000.00,2
2023-01-01,Western Australia,Social media/Online forums,65 and over,Male,Investment scams,Investment scams,$170000.00,2
2024-03-01,Western Australia,Social media/Online forums,65 and over,Male,Investment scams,Investment scams,$413.77,2
2024-05-01,Western Australia,Social media/Online forums,65 and over,Male,Investment scams,Investment scams,$316.00,2
2021-09-01,Outside of Australia,Social media/Online forums,65 and over,Male,Investment scams,Investment scams,$1500.00,2
2023-04-01,Outside of Australia,Social media/Online forums,65 and over,Male,Investment scams,Investment scams,$3500.00,2
2021-09-01,Tasmania,Phone call,65 and over,Female,Investment scams,Investment scams,$20300.00,2
2023-07-01,Northern Territory,Phone call,65 and over,Female,Investment scams,Investment scams,$3630.00,2
2023-11-01,Australian Capital Territory,Phone call,65 and over,Female,Investment scams,Investment scams,$9375.00,2
2024-06-01,Tasmania,Phone call,65 and over,Female,Investment scams,Investment scams,$64113.59,2
2020-02-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$3674.00,4
2020-05-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$525.00,2
2020-06-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$200000.00,2
2020-07-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$500.00,2
2021-01-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$500000.00,7
2021-02-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$330.00,5
2021-03-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$480000.00,5
2021-04-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$391250.00,6
2021-06-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$305537.00,4
2021-07-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$599948.00,3
2021-09-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$1540000.00,4
2022-01-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$56000.00,5
2022-02-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$100000.00,2
2022-04-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$100000.00,3
2022-08-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$100379.00,6
2022-09-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$10000.00,3
2022-11-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$810250.00,5
2022-12-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$70000.00,2
2023-01-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$21500.00,3
2023-02-01,New South Wales,Phone call,65 and over,Female,Investment scams,Investment scams,$184500.00,4
